Entry	Reviewed	Entry Name	Gene Names	EC number	Gene Ontology (GO)	Organism (ID)
P0AF28	reviewed	NARL_ECOLI	narL frdR b1221 JW1212		cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA-binding transcription repressor activity [GO:0001217]; identical protein binding [GO:0042802]; transcription cis-regulatory region binding [GO:0000976]; nitrate assimilation [GO:0042128]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	83333
P0AF32	reviewed	NARV_ECOLI	narV b1465 JW1460	1.7.5.1	membrane [GO:0016020]; nitrate reductase complex [GO:0009325]; plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; nitrate reductase (quinone) activity [GO:0160182]; nitrate reductase activity [GO:0008940]; anaerobic electron transport chain [GO:0019645]; anaerobic respiration [GO:0009061]; nitrate assimilation [GO:0042128]; nitrate metabolic process [GO:0042126]	83333
P0AF36	reviewed	ZAPB_ECOLI	zapB yiiU b3928 JW3899		cell division site [GO:0032153]; cytosol [GO:0005829]; identical protein binding [GO:0042802]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]	83333
P0AF52	reviewed	GHXP_ECOLI	ghxP yjcD b4064 JW4025		plasma membrane [GO:0005886]; guanine transmembrane transporter activity [GO:0015208]; purine nucleobase transmembrane transporter activity [GO:0005345]; guanine import across plasma membrane [GO:0098710]; hypoxanthine transport [GO:0035344]; purine nucleobase transport [GO:0006863]	83333
P0AF61	reviewed	GHOS_ECOLI	ghoS arT yjdK b4128 JW4089	3.1.-.-	RNA endonuclease activity [GO:0004521]	83333
P0AF67	reviewed	TSAE_ECOLI	tsaE yjeE b4168 JW4126		cytoplasm [GO:0005737]; EKC/KEOPS complex [GO:0000408]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; protein kinase activity [GO:0004672]; maintenance of translational fidelity [GO:1990145]; tRNA threonylcarbamoyladenosine modification [GO:0002949]	83333
P0AF90	reviewed	RRAB_ECOLI	rraB yjgD b4255 JW4212		cytosol [GO:0005829]; endoribonuclease inhibitor activity [GO:0060698]; enzyme binding [GO:0019899]; protein homodimerization activity [GO:0042803]; ribonuclease inhibitor activity [GO:0008428]; mRNA catabolic process [GO:0006402]; regulation of endoribonuclease activity [GO:0060699]	83333
P0AF93	reviewed	RIDA_ECOLI	ridA yjgF b4243 JW5755	3.5.99.10	cytosol [GO:0005829]; membrane [GO:0016020]; protein-containing complex [GO:0032991]; 2-iminobutanoate deaminase activity [GO:0120242]; 2-iminopropanoate deaminase activity [GO:0120243]; deaminase activity [GO:0019239]; identical protein binding [GO:0042802]; unfolded protein binding [GO:0051082]; isoleucine biosynthetic process [GO:0009097]; protein homotrimerization [GO:0070207]; response to toxic substance [GO:0009636]	83333
P0AFA2	reviewed	NARX_ECOLI	narX narR b1222 JW1213	2.7.13.3	outer membrane-bounded periplasmic space [GO:0030288]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; phosphoprotein phosphatase activity [GO:0004721]; phosphorelay sensor kinase activity [GO:0000155]; protein homodimerization activity [GO:0042803]; cellular response to nitrate [GO:0071249]; cellular response to nitrite [GO:0071250]; DNA damage response [GO:0006974]; nitrate assimilation [GO:0042128]; signal transduction [GO:0007165]	83333
P0AFA7	reviewed	NHAB_ECOLI	nhaB b1186 JW1175		plasma membrane [GO:0005886]; sodium:proton antiporter activity [GO:0015385]; response to lithium ion [GO:0010226]	83333
P0AFB1	reviewed	NLPI_ECOLI	nlpI yhbM b3163 JW3132		plasma membrane [GO:0005886]; protein homodimerization activity [GO:0042803]; protein-macromolecule adaptor activity [GO:0030674]; cell division [GO:0051301]; peptidoglycan metabolic process [GO:0000270]	83333
P0AFB5	reviewed	NTRB_ECOLI	glnL glnR ntrB b3869 JW3840	2.7.13.3; 3.1.3.-	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; phosphoprotein phosphatase activity [GO:0004721]; phosphorelay sensor kinase activity [GO:0000155]; phosphotransferase activity, carboxyl group as acceptor [GO:0016774]; protein histidine kinase activity [GO:0004673]; protein homodimerization activity [GO:0042803]; nitrogen fixation [GO:0009399]; regulation of DNA-templated transcription [GO:0006355]; signal transduction involved in regulation of gene expression [GO:0023019]	83333
P0AFB8	reviewed	NTRC_ECOLI	glnG glnT ntrC b3868 JW3839		cytosol [GO:0005829]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; phosphorelay response regulator activity [GO:0000156]; sequence-specific DNA binding [GO:0043565]; nitrogen fixation [GO:0009399]; regulation of DNA-templated transcription [GO:0006355]; regulation of nitrogen utilization [GO:0006808]	83333
P0AFC0	reviewed	NUDB_ECOLI	nudB ntpA b1865 JW1854	3.6.1.67	dATP diphosphatase activity [GO:0008828]; dihydroneopterin triphosphate pyrophosphohydrolase activity [GO:0019177]; magnesium ion binding [GO:0000287]; metal ion binding [GO:0046872]; folic acid biosynthetic process [GO:0046656]; tetrahydrofolate biosynthetic process [GO:0046654]	83333
P0AFC3	reviewed	NUOA_ECOLI	nuoA b2288 JW2283	7.1.1.-	membrane [GO:0016020]; NADH dehydrogenase complex [GO:0030964]; plasma membrane [GO:0005886]; plasma membrane respiratory chain complex I [GO:0045272]; respiratory chain complex I [GO:0045271]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; quinone binding [GO:0048038]; respiratory electron transport chain [GO:0022904]	83333
P0AFC7	reviewed	NUOB_ECOLI	nuoB b2287 JW5875	7.1.1.-	membrane [GO:0016020]; NADH dehydrogenase complex [GO:0030964]; plasma membrane [GO:0005886]; plasma membrane respiratory chain complex I [GO:0045272]; respiratory chain complex I [GO:0045271]; 4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; quinone binding [GO:0048038]; aerobic respiration [GO:0009060]; electron transport coupled proton transport [GO:0015990]; respiratory electron transport chain [GO:0022904]	83333
P0AFD1	reviewed	NUOE_ECOLI	nuoE b2285 JW2280	7.1.1.-	membrane [GO:0016020]; NADH dehydrogenase complex [GO:0030964]; plasma membrane [GO:0005886]; plasma membrane respiratory chain complex I [GO:0045272]; respiratory chain complex I [GO:0045271]; 2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; quinone binding [GO:0048038]; proton transmembrane transport [GO:1902600]; respiratory electron transport chain [GO:0022904]	83333
P0AFD4	reviewed	NUOH_ECOLI	nuoH b2282 JW2277	7.1.1.-	membrane [GO:0016020]; NADH dehydrogenase complex [GO:0030964]; plasma membrane [GO:0005886]; plasma membrane respiratory chain complex I [GO:0045272]; respiratory chain complex I [GO:0045271]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; quinone binding [GO:0048038]; aerobic respiration [GO:0009060]; proton transmembrane transport [GO:1902600]; respiratory electron transport chain [GO:0022904]	83333
P0AFD6	reviewed	NUOI_ECOLI	nuoI b2281 JW2276	7.1.1.-	membrane [GO:0016020]; NADH dehydrogenase complex [GO:0030964]; plasma membrane [GO:0005886]; plasma membrane respiratory chain complex I [GO:0045272]; respiratory chain complex I [GO:0045271]; 4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; quinone binding [GO:0048038]; aerobic respiration [GO:0009060]; respiratory electron transport chain [GO:0022904]	83333
P0AFE0	reviewed	NUOJ_ECOLI	nuoJ b2280 JW2275	7.1.1.-	membrane [GO:0016020]; NADH dehydrogenase complex [GO:0030964]; plasma membrane [GO:0005886]; plasma membrane respiratory chain complex I [GO:0045272]; respiratory chain complex I [GO:0045271]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]; respiratory electron transport chain [GO:0022904]	83333
P0AFE4	reviewed	NUOK_ECOLI	nuoK b2279 JW2274	7.1.1.-	membrane [GO:0016020]; NADH dehydrogenase complex [GO:0030964]; plasma membrane [GO:0005886]; plasma membrane respiratory chain complex I [GO:0045272]; respiratory chain complex I [GO:0045271]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; quinone binding [GO:0048038]; ATP synthesis coupled electron transport [GO:0042773]; respiratory electron transport chain [GO:0022904]	83333
P0AFE8	reviewed	NUOM_ECOLI	nuoM b2277 JW2272	7.1.1.-	membrane [GO:0016020]; NADH dehydrogenase complex [GO:0030964]; plasma membrane [GO:0005886]; plasma membrane respiratory chain complex I [GO:0045272]; respiratory chain complex I [GO:0045271]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ubiquinone binding [GO:0048039]; aerobic respiration [GO:0009060]; ATP synthesis coupled electron transport [GO:0042773]; electron transport coupled proton transport [GO:0015990]; respiratory electron transport chain [GO:0022904]	83333
P0AFF0	reviewed	NUON_ECOLI	nuoN b2276 JW2271	7.1.1.-	membrane [GO:0016020]; NADH dehydrogenase complex [GO:0030964]; plasma membrane [GO:0005886]; plasma membrane respiratory chain complex I [GO:0045272]; respiratory chain complex I [GO:0045271]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; quinone binding [GO:0048038]; aerobic respiration [GO:0009060]; ATP synthesis coupled electron transport [GO:0042773]; electron transport coupled proton transport [GO:0015990]; respiratory electron transport chain [GO:0022904]	83333
P0AFF2	reviewed	NUPC_ECOLI	nupC cru b2393 JW2389		plasma membrane [GO:0005886]; cytidine transmembrane transporter activity [GO:0015212]; nucleoside:proton symporter activity [GO:0015506]; uridine transmembrane transporter activity [GO:0015213]; nucleoside transmembrane transport [GO:1901642]	83333
P0AFF4	reviewed	NUPG_ECOLI	nupG b2964 JW2932		plasma membrane [GO:0005886]; cytidine transmembrane transporter activity [GO:0015212]; nucleoside:proton symporter activity [GO:0015506]; pyrimidine nucleoside transmembrane transporter activity [GO:0015214]; uridine transmembrane transporter activity [GO:0015213]; adenosine transport [GO:0032238]; nucleoside transmembrane transport [GO:1901642]; purine nucleoside transmembrane transport [GO:0015860]; pyrimidine nucleoside transport [GO:0015864]; uridine transmembrane transport [GO:0015862]	83333
P0AFF6	reviewed	NUSA_ECOLI	nusA b3169 JW3138		cytosol [GO:0005829]; transcription elongation factor complex [GO:0008023]; bacterial-type RNA polymerase core enzyme binding [GO:0001000]; DNA-binding transcription factor activity [GO:0003700]; nucleotide binding [GO:0000166]; protein domain specific binding [GO:0019904]; RNA binding [GO:0003723]; DNA-templated transcription termination [GO:0006353]; protein complex oligomerization [GO:0051259]; regulation of DNA-templated transcription elongation [GO:0032784]; ribosome biogenesis [GO:0042254]; transcription antitermination [GO:0031564]	83333
P0AFG3	reviewed	ODO1_ECOLI	sucA b0726 JW0715	1.2.4.2	cytoplasm [GO:0005737]; cytosol [GO:0005829]; oxoglutarate dehydrogenase complex [GO:0045252]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; nucleotide binding [GO:0000166]; oxoglutarate dehydrogenase (succinyl-transferring) activity [GO:0004591]; thiamine pyrophosphate binding [GO:0030976]; tricarboxylic acid cycle [GO:0006099]	83333
P0AFG6	reviewed	ODO2_ECOLI	sucB b0727 JW0716	2.3.1.61	cytoplasm [GO:0005737]; cytosol [GO:0005829]; oxoglutarate dehydrogenase complex [GO:0045252]; dihydrolipoyllysine-residue succinyltransferase activity [GO:0004149]; lipoic acid binding [GO:0031405]; L-lysine catabolic process to acetyl-CoA via saccharopine [GO:0033512]; tricarboxylic acid cycle [GO:0006099]	83333
P0AFG8	reviewed	ODP1_ECOLI	aceE b0114 JW0110	1.2.4.1	cytosol [GO:0005829]; membrane [GO:0016020]; pyruvate dehydrogenase complex [GO:0045254]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; molecular adaptor activity [GO:0060090]; protein homodimerization activity [GO:0042803]; pyruvate dehydrogenase (acetyl-transferring) activity [GO:0004739]; pyruvate dehydrogenase activity [GO:0004738]; small molecule binding [GO:0036094]; thiamine pyrophosphate binding [GO:0030976]; pyruvate catabolic process [GO:0042867]	83333
P0AFI0	reviewed	OXC_ECOLI	oxc yfdU b2373 JW2370	4.1.1.8	ADP binding [GO:0043531]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; oxalyl-CoA decarboxylase activity [GO:0008949]; thiamine pyrophosphate binding [GO:0030976]; cellular response to acidic pH [GO:0071468]; fatty acid alpha-oxidation [GO:0001561]; oxalate catabolic process [GO:0033611]	83333
P0AFI2	reviewed	PARC_ECOLI	parC b3019 JW2987	5.6.2.2	chromosome [GO:0005694]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex [GO:0009330]; extrinsic component of plasma membrane [GO:0019897]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]; chromosome segregation [GO:0007059]; DNA topological change [GO:0006265]; plasmid partitioning [GO:0030541]; sister chromatid cohesion [GO:0007062]	83333
P0AFI5	reviewed	PBP7_ECOLI	pbpG yohB b2134 JW5355	3.4.21.-	periplasmic space [GO:0042597]; endopeptidase activity [GO:0004175]; serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002]; cell wall organization [GO:0071555]; FtsZ-dependent cytokinesis [GO:0043093]; peptidoglycan biosynthetic process [GO:0009252]; peptidoglycan metabolic process [GO:0000270]; proteolysis [GO:0006508]; regulation of cell shape [GO:0008360]; response to xenobiotic stimulus [GO:0009410]	83333
P0AFI7	reviewed	PDXH_ECOLI	pdxH b1638 JW1630	1.4.3.5	cytosol [GO:0005829]; protein-containing complex [GO:0032991]; FMN binding [GO:0010181]; oxidoreductase activity [GO:0016491]; phosphate ion binding [GO:0042301]; protein homodimerization activity [GO:0042803]; pyridoxal phosphate binding [GO:0030170]; pyridoxamine phosphate oxidase activity [GO:0004733]; riboflavin binding [GO:1902444]; 'de novo' pyridoxal 5'-phosphate biosynthetic process [GO:0036001]; pyridoxal phosphate biosynthetic process [GO:0042823]; pyridoxine biosynthetic process [GO:0008615]	83333
P0AFJ7	reviewed	PITA_ECOLI	pitA pit b3493 JW3460		plasma membrane [GO:0005886]; arsenate ion transmembrane transporter activity [GO:1901683]; phosphate transmembrane transporter activity [GO:0005315]; solute:proton symporter activity [GO:0015295]; tellurite transmembrane transporter activity [GO:0015654]; zinc ion transmembrane transporter activity [GO:0005385]; arsenate ion transmembrane transport [GO:1901684]; magnesium ion homeostasis [GO:0010960]; phosphate ion transmembrane transport [GO:0035435]; tellurite transport [GO:0015710]	83333
P0AFL3	reviewed	PPIA_ECOLI	ppiA rot rotA b3363 JW3326	5.2.1.8	outer membrane-bounded periplasmic space [GO:0030288]; periplasmic space [GO:0042597]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding [GO:0006457]	83333
P0AFL6	reviewed	PPX_ECOLI	ppx b2502 JW2487	3.6.1.11	plasma membrane [GO:0005886]; exopolyphosphatase activity [GO:0004309]; guanosine tetraphosphate binding [GO:0097216]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; polyphosphate catabolic process [GO:0006798]	83333
P0AFM2	reviewed	PROX_ECOLI	proX proU b2679 JW2654		membrane [GO:0016020]; outer membrane-bounded periplasmic space [GO:0030288]; ProVWX complex [GO:1990222]; quaternary ammonium group binding [GO:0050997]; transmembrane transporter activity [GO:0022857]; amino acid import across plasma membrane [GO:0089718]; cellular response to osmotic stress [GO:0071470]; glycine betaine transport [GO:0031460]; glycine import across plasma membrane [GO:1903804]; hyperosmotic response [GO:0006972]	83333
P0AFM6	reviewed	PSPA_ECOLI	pspA b1304 JW1297		cell pole [GO:0060187]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; transcription regulator complex [GO:0005667]; identical protein binding [GO:0042802]; phospholipid binding [GO:0005543]; phage shock [GO:0009271]; regulation of cellular response to stress [GO:0080135]; regulation of DNA-templated transcription [GO:0006355]; response to heat [GO:0009408]	83333
P0AFP6	reviewed	GCH1L_ECOLI	ybgI b0710 JW0700		cell pole [GO:0060187]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; DNA repair [GO:0006281]; protein hexamerization [GO:0034214]; response to ionizing radiation [GO:0010212]	83333
P0AFQ5	reviewed	RUTC_ECOLI	rutC ycdK b1010 JW0995	3.5.-.-	cytosol [GO:0005829]; deaminase activity [GO:0019239]; identical protein binding [GO:0042802]; nitrogen utilization [GO:0019740]; pyrimidine nucleobase catabolic process [GO:0006208]; uracil catabolic process [GO:0006212]	83333
P0AFR2	reviewed	DAUA_ECOLI	dauA ychM b1206 JW5189		plasma membrane [GO:0005886]; fumarate transmembrane transporter activity [GO:0015138]; L-aspartate transmembrane transporter activity [GO:0015183]; secondary active sulfate transmembrane transporter activity [GO:0008271]; succinate transmembrane transporter activity [GO:0015141]; aspartate transmembrane transport [GO:0015810]; fumarate transport [GO:0015741]; succinate transmembrane transport [GO:0071422]	83333
P0AFS3	reviewed	FOLM_ECOLI	folM ydgB b1606 JW1598	1.5.1.3; 1.5.1.50	dihydrofolate reductase activity [GO:0004146]; dihydromonapterin reductase activity [GO:0071172]; identical protein binding [GO:0042802]; 10-formyltetrahydrofolate biosynthetic process [GO:0009257]; folic acid biosynthetic process [GO:0046656]; one-carbon metabolic process [GO:0006730]; protein homotetramerization [GO:0051289]; pteridine-containing compound biosynthetic process [GO:0042559]	83333
P0AFS9	reviewed	MEPM_ECOLI	mepM yebA b1856 JW5304	3.4.24.-	plasma membrane [GO:0005886]; endopeptidase activity [GO:0004175]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; capsule polysaccharide biosynthetic process [GO:0045227]; cell wall organization [GO:0071555]; peptidoglycan metabolic process [GO:0000270]; peptidoglycan turnover [GO:0009254]; proteolysis [GO:0006508]; septum digestion after cytokinesis [GO:0000920]	83333
P0AFT2	reviewed	TCYL_ECOLI	tcyL yecS b1918 JW1903		ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]; plasma membrane [GO:0005886]; L-cystine transmembrane transporter activity [GO:0015184]; cysteine transmembrane transport [GO:1903712]; diaminopimelate transport [GO:0015830]; L-cystine transport [GO:0015811]; sulfur utilization [GO:0006791]	83333
P0AFU4	reviewed	GLRR_ECOLI	glrR yfhA b2554 JW2538		cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA-binding transcription factor activity [GO:0003700]; phosphorelay response regulator activity [GO:0000156]; DNA-templated transcription [GO:0006351]; phosphorelay signal transduction system [GO:0000160]; positive regulation of DNA-templated transcription [GO:0045893]	83333
P0AFV4	reviewed	MEPS_ECOLI	mepS spr yeiV b2175 JW2163	3.4.-.-; 3.4.17.13	cell outer membrane [GO:0009279]; cysteine-type peptidase activity [GO:0008234]; endopeptidase activity [GO:0004175]; muramoyltetrapeptide carboxypeptidase activity [GO:0106415]; capsule polysaccharide biosynthetic process [GO:0045227]; cell wall organization [GO:0071555]; peptidoglycan metabolic process [GO:0000270]; peptidoglycan turnover [GO:0009254]; proteolysis [GO:0006508]	83333
P0AFW0	reviewed	RFAH_ECOLI	rfaH hlyT sfrB b3842 JW3818		cytosol [GO:0005829]; bacterial-type RNA polymerase core enzyme binding [GO:0001000]; DNA binding [GO:0003677]; regulatory RNA binding [GO:0061980]; transcription antitermination factor activity, DNA binding [GO:0001073]; translation activator activity [GO:0008494]; DNA-templated transcription elongation [GO:0006354]; positive regulation of translation [GO:0045727]; transcription antitermination [GO:0031564]; transcription elongation-coupled chromatin remodeling [GO:0140673]	83333
P0AFX0	reviewed	HPF_ECOLI	hpf yhbH b3203 JW3170		cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; ribosomal small subunit binding [GO:0043024]; ribosome binding [GO:0043022]; dormancy process [GO:0022611]; negative regulation of translation [GO:0017148]; negative regulation of translational elongation [GO:0045900]	83333
P0AFX7	reviewed	RSEA_ECOLI	rseA mclA yfiJ b2572 JW2556		plasma membrane [GO:0005886]; sigma factor antagonist complex [GO:1903865]; molecular adaptor activity [GO:0060090]; sigma factor antagonist activity [GO:0016989]; negative regulation of DNA-templated transcription [GO:0045892]; response to stress [GO:0006950]	83333
P0AFX9	reviewed	RSEB_ECOLI	rseB b2571 JW2555		outer membrane-bounded periplasmic space [GO:0030288]; plasma membrane [GO:0005886]; sigma factor antagonist complex [GO:1903865]; antisigma factor binding [GO:0045152]; identical protein binding [GO:0042802]; lipid binding [GO:0008289]; negative regulation of DNA-templated transcription [GO:0045892]; protein stabilization [GO:0050821]; regulation of polysaccharide biosynthetic process [GO:0032885]	83333
P0AFY6	reviewed	SBMA_ECOLI	sbmA b0377 JW0368		plasma membrane [GO:0005886]; ATP binding [GO:0005524]; microcin transmembrane transporter activity [GO:0015638]; peptide transmembrane transporter activity [GO:1904680]; protein homodimerization activity [GO:0042803]; secondary active transmembrane transporter activity [GO:0015291]; microcin B17 transport [GO:0042885]; microcin transport [GO:0042884]; peptide transport [GO:0015833]; protein transport [GO:0015031]; response to antibiotic [GO:0046677]	83333
P0AFY8	reviewed	SEQA_ECOLI	seqA b0687 JW0674		cytosol [GO:0005829]; protein-containing complex [GO:0032991]; SeqA-DNA complex [GO:1990097]; DNA replication origin binding [GO:0003688]; double-stranded methylated DNA binding [GO:0010385]; hemi-methylated DNA-binding [GO:0044729]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; negative regulation of DNA-templated DNA replication initiation [GO:0032297]; nucleoid organization [GO:0090143]; regulation of DNA-templated transcription [GO:0006355]; response to radiation [GO:0009314]; sister chromatid cohesion [GO:0007062]	83333
P0AFZ3	reviewed	SSPB_ECOLI	sspB b3228 JW3197		cytosol [GO:0005829]; HslUV protease complex [GO:0009376]; ribosome [GO:0005840]; ATPase binding [GO:0051117]; molecular adaptor activity [GO:0060090]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]; positive regulation of ATP-dependent activity [GO:0032781]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of proteolysis involved in protein catabolic process [GO:1903052]	83333
P0AFZ5	reviewed	SULA_ECOLI	sulA sfiA b0958 JW0941		division septum assembly [GO:0000917]; DNA damage response [GO:0006974]; negative regulation of cell division [GO:0051782]; negative regulation of cytokinesis [GO:0032466]; negative regulation of FtsZ-dependent cytokinesis [GO:2000245]; negative regulation of protein polymerization [GO:0032272]; SOS response [GO:0009432]	83333
P0AG07	reviewed	RPE_ECOLI	rpe dod yhfD b3386 JW3349	5.1.3.1	cytosol [GO:0005829]; D-ribulose-phosphate 3-epimerase activity [GO:0004750]; ferrous iron binding [GO:0008198]; metal ion binding [GO:0046872]; carbohydrate metabolic process [GO:0005975]; pentose catabolic process [GO:0019323]; pentose-phosphate shunt, non-oxidative branch [GO:0009052]	83333
P0AG11	reviewed	UMUD_ECOLI	umuD b1183 JW1172	3.4.21.-	cytosol [GO:0005829]; DNA polymerase V complex [GO:0009355]; ATP-dependent activity, acting on DNA [GO:0008094]; DNA-directed DNA polymerase activity [GO:0003887]; identical protein binding [GO:0042802]; nucleic acid binding [GO:0003676]; serine-type peptidase activity [GO:0008236]; single-stranded DNA binding [GO:0003697]; DNA damage response [GO:0006974]; DNA repair [GO:0006281]; proteolysis [GO:0006508]; regulation of DNA-templated transcription [GO:0006355]; SOS response [GO:0009432]; translesion synthesis [GO:0019985]	83333
P0AG16	reviewed	PUR1_ECOLI	purF b2312 JW2309	2.4.2.14	cytoplasm [GO:0005737]; cytosol [GO:0005829]; amidophosphoribosyltransferase activity [GO:0004044]; glycosyltransferase activity [GO:0016757]; guanosine tetraphosphate binding [GO:0097216]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; 'de novo' IMP biosynthetic process [GO:0006189]; glutamine metabolic process [GO:0006541]; purine nucleobase biosynthetic process [GO:0009113]; purine nucleotide biosynthetic process [GO:0006164]	83333
P0AG18	reviewed	PURE_ECOLI	purE b0523 JW0512	5.4.99.18	cytosol [GO:0005829]; 5-(carboxyamino)imidazole ribonucleotide mutase activity [GO:0034023]; identical protein binding [GO:0042802]; 'de novo' IMP biosynthetic process [GO:0006189]	83333
P0AG24	reviewed	SPOT_ECOLI	spoT b3650 JW3625	2.7.6.5; 3.1.7.2	cytosol [GO:0005829]; GTP diphosphokinase activity [GO:0008728]; guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity [GO:0008893]; kinase activity [GO:0016301]; guanosine tetraphosphate biosynthetic process [GO:0015970]; guanosine tetraphosphate metabolic process [GO:0015969]; nucleobase-containing small molecule interconversion [GO:0015949]; response to starvation [GO:0042594]	83333
P0AG30	reviewed	RHO_ECOLI	rho nitA psuA rnsC sbaA tsu b3783 JW3756	3.6.4.-	cytosol [GO:0005829]; membrane [GO:0016020]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on RNA [GO:0008186]; helicase activity [GO:0004386]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]; DNA-templated transcription termination [GO:0006353]	83333
P0AG55	reviewed	RL6_ECOLI	rplF b3305 JW3267		cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; response to antibiotic [GO:0046677]; ribosomal large subunit assembly [GO:0000027]	83333
P0AG59	reviewed	RS14_ECOLI	rpsN b3307 JW3269		cytoplasm [GO:0005737]; cytosolic small ribosomal subunit [GO:0022627]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; cytoplasmic translation [GO:0002181]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	83333
P0AG63	reviewed	RS17_ECOLI	rpsQ neaA b3311 JW3273		cytoplasm [GO:0005737]; cytosolic small ribosomal subunit [GO:0022627]; molecular adaptor activity [GO:0060090]; rRNA binding [GO:0019843]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]; zinc ion binding [GO:0008270]; cytoplasmic translation [GO:0002181]; response to antibiotic [GO:0046677]; ribosomal small subunit assembly [GO:0000028]	83333
P0AG67	reviewed	RS1_ECOLI	rpsA ssyF b0911 JW0894		cytoplasm [GO:0005737]; cytosolic small ribosomal subunit [GO:0022627]; membrane [GO:0016020]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; single-stranded RNA binding [GO:0003727]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; negative regulation of cytoplasmic translation [GO:2000766]; positive regulation of cytoplasmic translation [GO:2000767]; ribosomal small subunit assembly [GO:0000028]; RNA secondary structure unwinding [GO:0010501]; translation [GO:0006412]	83333
P0AG74	reviewed	RUSA_ECOLI	rusA rus ybcP b0550 JW0538	3.1.21.10	crossover junction DNA endonuclease activity [GO:0008821]; four-way junction DNA binding [GO:0000400]; magnesium ion binding [GO:0000287]; protein homodimerization activity [GO:0042803]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]	83333
