Entry	Reviewed	Entry Name	Gene Names	EC number	Gene Ontology (GO)	Organism (ID)
Q88MA2	unreviewed	Q88MA2_PSEPK	cobO PP_1672	2.5.1.17	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; corrinoid adenosyltransferase activity [GO:0008817]; cobalamin biosynthetic process [GO:0009236]; porphyrin-containing compound biosynthetic process [GO:0006779]	160488
Q88MB0	unreviewed	Q88MB0_PSEPK	purN PP_1664	2.1.2.2	cytosol [GO:0005829]; phosphoribosylglycinamide formyltransferase activity [GO:0004644]; 'de novo' IMP biosynthetic process [GO:0006189]	160488
Q88MB9	reviewed	RLMD_PSEPK	rlmD rumA PP_1655	2.1.1.190	4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; RNA binding [GO:0003723]; rRNA (uridine-C5-)-methyltransferase activity [GO:0070041]	160488
Q88MD2	reviewed	TTCA_PSEPK	ttcA PP_1641	2.8.1.-	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; sulfurtransferase activity [GO:0016783]; tRNA binding [GO:0000049]; tRNA thio-modification [GO:0034227]	160488
Q88MD7	unreviewed	Q88MD7_PSEPK	dgkA-I PP_1636	2.7.1.107	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP-dependent diacylglycerol kinase activity [GO:0004143]; metal ion binding [GO:0046872]; phosphatidic acid biosynthetic process [GO:0006654]	160488
Q88ME4	reviewed	RECA_PSEPK	recA PP_1629		cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent DNA damage sensor activity [GO:0140664]; damaged DNA binding [GO:0003684]; single-stranded DNA binding [GO:0003697]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; SOS response [GO:0009432]	160488
Q88MF0	reviewed	PIMT_PSEPK	pcm PP_1621	2.1.1.77	cytoplasm [GO:0005737]; protein-L-isoaspartate (D-aspartate) O-methyltransferase activity [GO:0004719]; methylation [GO:0032259]; protein modification process [GO:0036211]; protein repair [GO:0030091]	160488
Q88MF2	reviewed	TRUD_PSEPK	truD PP_1619	5.4.99.27	RNA binding [GO:0003723]; tRNA pseudouridine(13) synthase activity [GO:0160150]; tRNA pseudouridine synthesis [GO:0031119]	160488
Q88MF3	reviewed	ISPF_PSEPK	ispF PP_1618	4.6.1.12	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity [GO:0008685]; metal ion binding [GO:0046872]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]	160488
Q88MF9	reviewed	ENO_PSEPK	eno PP_1612	4.2.1.11	cell surface [GO:0009986]; extracellular region [GO:0005576]; phosphopyruvate hydratase complex [GO:0000015]; magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]; glycolytic process [GO:0006096]	160488
Q88MG0	reviewed	KDSA1_PSEPK	kdsA1 kdsA-1 PP_1611	2.5.1.55	cytoplasm [GO:0005737]; 3-deoxy-8-phosphooctulonate synthase activity [GO:0008676]; keto-3-deoxy-D-manno-octulosonic acid biosynthetic process [GO:0019294]	160488
Q88MG4	reviewed	ACCA_PSEPK	accA PP_1607	2.1.3.15	acetyl-CoA carboxylase complex [GO:0009317]; acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; carboxyl- or carbamoyltransferase activity [GO:0016743]; fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]	160488
Q88MG6	reviewed	RNH2_PSEPK	rnhB PP_1605	3.1.26.4	cytoplasm [GO:0005737]; manganese ion binding [GO:0030145]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; RNA catabolic process [GO:0006401]	160488
Q88MG9	reviewed	FABZ_PSEPK	fabZ PP_1602	4.2.1.59	cytoplasm [GO:0005737]; (3R)-hydroxyacyl-[acyl-carrier-protein] dehydratase activity [GO:0019171]; fatty acid biosynthetic process [GO:0006633]; lipid A biosynthetic process [GO:0009245]	160488
Q88MH4	reviewed	DXR_PSEPK	dxr PP_1597	1.1.1.267	1-deoxy-D-xylulose-5-phosphate reductoisomerase activity [GO:0030604]; metal ion binding [GO:0046872]; NADPH binding [GO:0070402]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]	160488
Q88MH6	reviewed	UPPS_PSEPK	uppS PP_1595	2.5.1.31	di-trans,poly-cis-undecaprenyl-diphosphate synthase activity [GO:0008834]; magnesium ion binding [GO:0000287]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	160488
Q88MH8	reviewed	PYRH_PSEPK	pyrH PP_1593	2.7.4.22	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; UMP kinase activity [GO:0033862]; 'de novo' CTP biosynthetic process [GO:0044210]	160488
Q88MI1	unreviewed	Q88MI1_PSEPK	map PP_1590	3.4.11.18	initiator methionyl aminopeptidase activity [GO:0004239]; metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]; proteolysis [GO:0006508]	160488
Q88MI2	reviewed	GLND_PSEPK	glnD PP_1589	2.7.7.59; 3.1.4.-	[protein-PII] uridylyltransferase activity [GO:0008773]; phosphoric diester hydrolase activity [GO:0008081]; regulation of nitrogen utilization [GO:0006808]	160488
Q88MP1	reviewed	DAPD_PSEPK	dapD PP_1530	2.3.1.117	cytoplasm [GO:0005737]; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase activity [GO:0008666]; magnesium ion binding [GO:0000287]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]	160488
Q88MP5	reviewed	DAPE_PSEPK	dapE PP_1525 PP1525	3.5.1.18	cobalt ion binding [GO:0050897]; succinyl-diaminopimelate desuccinylase activity [GO:0009014]; zinc ion binding [GO:0008270]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]	160488
Q88MS3	reviewed	SYK_PSEPK	lysS PP_1496	6.1.1.6	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; lysine-tRNA ligase activity [GO:0004824]; magnesium ion binding [GO:0000287]; nucleic acid binding [GO:0003676]; lysyl-tRNA aminoacylation [GO:0006430]	160488
Q88MS5	reviewed	CHEB3_PSEPK	cheB3 PP_1493	3.1.1.61; 3.5.1.44	cytoplasm [GO:0005737]; phosphorelay response regulator activity [GO:0000156]; protein-glutamate methylesterase activity [GO:0008984]; protein-glutamine glutaminase activity [GO:0050568]; chemotaxis [GO:0006935]	160488
Q88MS8	reviewed	WSPC_PSEPK	wspC cheR1 PP_1490	2.1.1.-	S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; methylation [GO:0032259]	160488
Q88MV4	reviewed	TRMD_PSEPK	trmD PP_1464	2.1.1.228	cytoplasm [GO:0005737]; tRNA (guanine(37)-N1)-methyltransferase activity [GO:0052906]; methylation [GO:0032259]; tRNA modification [GO:0006400]	160488
Q88MV7	unreviewed	Q88MV7_PSEPK	ffh PP_1461	3.6.5.4	signal recognition particle [GO:0048500]; 7S RNA binding [GO:0008312]; ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]	160488
Q88MW1	reviewed	PURT_PSEPK	purT PP_1457	6.3.1.21	ATP binding [GO:0005524]; ligase activity [GO:0016874]; magnesium ion binding [GO:0000287]; phosphoribosylglycinamide formyltransferase 2 activity [GO:0043815]; phosphoribosylglycinamide formyltransferase activity [GO:0004644]; 'de novo' IMP biosynthetic process [GO:0006189]	160488
Q88MX5	unreviewed	Q88MX5_PSEPK	lon-I lon PP_1443	3.4.21.53	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; sequence-specific DNA binding [GO:0043565]; serine-type endopeptidase activity [GO:0004252]; cellular response to heat [GO:0034605]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]	160488
Q88MY2	reviewed	PDXJ_PSEPK	pdxJ PP_1436	2.6.99.2	cytoplasm [GO:0005737]; pyridoxine 5'-phosphate synthase activity [GO:0033856]; pyridoxine biosynthetic process [GO:0008615]	160488
Q88MY4	reviewed	ERA_PSEPK	era PP_1434		cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; small ribosomal subunit rRNA binding [GO:0070181]; ribosomal small subunit biogenesis [GO:0042274]	160488
Q88MY5	reviewed	RNC_PSEPK	rnc PP_1433	3.1.26.3	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; ribonuclease III activity [GO:0004525]; rRNA binding [GO:0019843]; mRNA processing [GO:0006397]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033]	160488
Q88MY7	reviewed	LEPA_PSEPK	lepA PP_1431	3.6.5.n1	plasma membrane [GO:0005886]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; guanosine tetraphosphate binding [GO:0097216]; ribosome binding [GO:0043022]; translation elongation factor activity [GO:0003746]; positive regulation of translation [GO:0045727]	160488
Q88MZ2	unreviewed	Q88MZ2_PSEPK	nadB PP_1426	1.4.3.16	cytoplasm [GO:0005737]; L-aspartate oxidase activity [GO:0008734]; L-aspartate:fumarate oxidoreductase activity [GO:0044318]; NAD biosynthetic process [GO:0009435]	160488
Q88N30	reviewed	TTGA_PSEPK	ttgA PP_1386		plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	160488
Q88N45	reviewed	MCPG_PSEPK	mcpG pctA PP_1371		plasma membrane [GO:0005886]; transmembrane signaling receptor activity [GO:0004888]; chemotaxis [GO:0006935]; signal transduction [GO:0007165]	160488
Q88N55	reviewed	CH60_PSEPK	groEL groL PP_1361	5.6.1.7	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]; isomerase activity [GO:0016853]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]	160488
Q88N67	unreviewed	Q88N67_PSEPK	PP_1348	3.6.1.55	8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity [GO:0008413]; metal ion binding [GO:0046872]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; thiamine biosynthetic process [GO:0009228]	160488
Q88N69	reviewed	SECA_PSEPK	secA PP_1345	7.4.2.8	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein-exporting ATPase activity [GO:0008564]; intracellular protein transmembrane transport [GO:0065002]; protein import [GO:0017038]; protein targeting [GO:0006605]	160488
Q88N71	reviewed	LPXC_PSEPK	lpxC PP_1343	3.5.1.108	metal ion binding [GO:0046872]; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity [GO:0008759]; UDP-3-O-acyl-N-acetylglucosamine deacetylase activity [GO:0103117]; lipid A biosynthetic process [GO:0009245]	160488
Q88N74	reviewed	DDLB_PSEPK	ddlB PP_1339	6.3.2.4	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; D-alanine-D-alanine ligase activity [GO:0008716]; metal ion binding [GO:0046872]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	160488
Q88N75	reviewed	MURC_PSEPK	murC PP_1338	6.3.2.8	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; UDP-N-acetylmuramate-L-alanine ligase activity [GO:0008763]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	160488
Q88N76	reviewed	MURG_PSEPK	murG PP_1337	2.4.1.227	plasma membrane [GO:0005886]; UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity [GO:0051991]; undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity [GO:0050511]; carbohydrate metabolic process [GO:0005975]; cell division [GO:0051301]; cell wall organization [GO:0071555]; lipid glycosylation [GO:0030259]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	160488
Q88N77	unreviewed	Q88N77_PSEPK	ftsW PP_1336	2.4.99.28	cell division site [GO:0032153]; plasma membrane [GO:0005886]; peptidoglycan glycosyltransferase activity [GO:0008955]; cell wall organization [GO:0071555]; FtsZ-dependent cytokinesis [GO:0043093]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	160488
Q88N78	reviewed	MURD_PSEPK	murD PP_1335	6.3.2.9	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; UDP-N-acetylmuramoylalanine-D-glutamate ligase activity [GO:0008764]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	160488
Q88N79	reviewed	MRAY_PSEPK	mraY PP_1334	2.7.8.13	plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]; UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity [GO:0051992]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	160488
Q88N80	unreviewed	Q88N80_PSEPK	murF PP_1333	6.3.2.10	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity [GO:0047480]; UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity [GO:0008766]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	160488
Q88N82	unreviewed	Q88N82_PSEPK	ftsI PP_1331	3.4.16.4	plasma membrane [GO:0005886]; penicillin binding [GO:0008658]; peptidoglycan glycosyltransferase activity [GO:0008955]; serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002]; cell wall organization [GO:0071555]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]; peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]; regulation of cell shape [GO:0008360]	160488
Q88N89	unreviewed	Q88N89_PSEPK	gmhA diaA PP_1323	5.3.1.28	cytoplasm [GO:0005737]; carbohydrate derivative binding [GO:0097367]; D-sedoheptulose 7-phosphate isomerase activity [GO:0008968]; zinc ion binding [GO:0008270]; carbohydrate metabolic process [GO:0005975]; D-glycero-D-manno-heptose 7-phosphate biosynthetic process [GO:2001061]	160488
Q88NA1	reviewed	SYW_PSEPK	trpS PP_1311	6.1.1.2	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; tryptophan-tRNA ligase activity [GO:0004830]; tryptophanyl-tRNA aminoacylation [GO:0006436]	160488
Q88NA9	reviewed	CYSD_PSEPK	cysD PP_1303	2.7.7.4	ATP binding [GO:0005524]; sulfate adenylyltransferase (ATP) activity [GO:0004781]; hydrogen sulfide biosynthetic process [GO:0070814]; sulfate assimilation [GO:0000103]	160488
Q88NB7	reviewed	RHLB_PSEPK	rhlB PP_1295	3.6.4.13	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; RNA catabolic process [GO:0006401]	160488
Q88NC0	reviewed	MOAC_PSEPK	moaC PP_1292	4.6.1.17	cyclic pyranopterin monophosphate synthase activity [GO:0061799]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]	160488
Q88NC9	reviewed	ALGG_PSEPK	algG PP_1283	5.1.3.37	periplasmic space [GO:0042597]; isomerase activity [GO:0016853]; alginic acid biosynthetic process [GO:0042121]	160488
Q88ND0	reviewed	ALGX_PSEPK	algX PP_1282	2.3.1.-	periplasmic space [GO:0042597]; acyltransferase activity [GO:0016746]; alginic acid biosynthetic process [GO:0042121]	160488
Q88ND3	reviewed	ALGJ_PSEPK	algJ PP_1279	2.3.1.-	periplasmic space [GO:0042597]; plasma membrane [GO:0005886]; acyltransferase activity [GO:0016746]; alginic acid biosynthetic process [GO:0042121]	160488
Q88ND5	reviewed	ALGA_PSEPK	algA PP_1277	2.7.7.13; 5.3.1.8	GTP binding [GO:0005525]; mannose-1-phosphate guanylyltransferase (GTP) activity [GO:0004475]; mannose-6-phosphate isomerase activity [GO:0004476]; alginic acid biosynthetic process [GO:0042121]; GDP-mannose biosynthetic process [GO:0009298]	160488
Q88NF3	reviewed	4HYPE_PSEPK	proR prpA PP_1258	5.1.1.8	4-hydroxyproline epimerase activity [GO:0047580]	160488
Q88NH2	unreviewed	Q88NH2_PSEPK	dapA dapA-I PP_1237	4.3.3.7	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]	160488
Q88NH7	unreviewed	Q88NH7_PSEPK	PP_1232	3.4.-.-	membrane [GO:0016020]; periplasmic space [GO:0042597]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; chaperone-mediated protein folding [GO:0061077]; proteolysis involved in protein catabolic process [GO:0051603]	160488
Q88NI3	reviewed	QUEC_PSEPK	queC PP_1226	6.3.4.20	ATP binding [GO:0005524]; ligase activity, forming carbon-nitrogen bonds [GO:0016879]; zinc ion binding [GO:0008270]; queuosine biosynthetic process [GO:0008616]	160488
Q88NI4	unreviewed	Q88NI4_PSEPK	queE PP_1225	4.3.99.3	4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-nitrogen lyase activity [GO:0016840]; magnesium ion binding [GO:0000287]; S-adenosyl-L-methionine binding [GO:1904047]; queuosine biosynthetic process [GO:0008616]	160488
Q88NJ0	reviewed	RUVB_PSEPK	ruvB PP_1217	3.6.4.-	cytoplasm [GO:0005737]; Holliday junction resolvase complex [GO:0048476]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; four-way junction DNA binding [GO:0000400]; four-way junction helicase activity [GO:0009378]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]	160488
Q88NJ2	reviewed	RUVC_PSEPK	ruvC PP_1215	3.1.21.10	cytoplasm [GO:0005737]; Holliday junction resolvase complex [GO:0048476]; crossover junction DNA endonuclease activity [GO:0008821]; DNA binding [GO:0003677]; magnesium ion binding [GO:0000287]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]	160488
Q88NJ4	reviewed	SYDND_PSEPK	aspS PP_1213	6.1.1.23	cytoplasm [GO:0005737]; aspartate-tRNA ligase activity [GO:0004815]; aspartate-tRNA(Asn) ligase activity [GO:0050560]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]; aspartyl-tRNA aminoacylation [GO:0006422]	160488
Q88NK4	reviewed	DPO4_PSEPK	dinB dinP PP_1203	2.7.7.7	cytoplasm [GO:0005737]; damaged DNA binding [GO:0003684]; DNA-directed DNA polymerase activity [GO:0003887]; magnesium ion binding [GO:0000287]; DNA repair [GO:0006281]; DNA-templated DNA replication [GO:0006261]	160488
Q88NL0	reviewed	RIMO_PSEPK	rimO PP_1197	2.8.4.4	cytosol [GO:0005829]; 4 iron, 4 sulfur cluster binding [GO:0051539]; aspartic acid methylthiotransferase activity [GO:0035599]; metal ion binding [GO:0046872]; protein methylthiotransferase activity [GO:0103039]; tRNA modification [GO:0006400]	160488
Q88NM4	unreviewed	Q88NM4_PSEPK	PP_1183		enterobactin synthetase complex [GO:0009366]; holo-[acyl-carrier-protein] synthase activity [GO:0008897]; magnesium ion binding [GO:0000287]; enterobactin biosynthetic process [GO:0009239]	160488
Q88NR0	reviewed	RAPA_PSEPK	rapA hepA PP_1145	3.6.4.-	ATP binding [GO:0005524]; ATP-dependent chromatin remodeler activity [GO:0140658]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; hydrolase activity, acting on acid anhydrides [GO:0016817]; regulation of DNA-templated transcription [GO:0006355]	160488
Q88NS5	reviewed	PDXH_PSEPK	pdxH PP_1129	1.4.3.5	FMN binding [GO:0010181]; pyridoxamine phosphate oxidase activity [GO:0004733]; pyridoxine biosynthetic process [GO:0008615]	160488
Q88NS9	unreviewed	Q88NS9_PSEPK	dinG PP_1125	5.6.2.3	4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; metal ion binding [GO:0046872]; nucleobase-containing compound metabolic process [GO:0006139]	160488
Q88NU6	reviewed	QUIP_PSEPK	quiP PP_1108	3.5.1.97	periplasmic space [GO:0042597]; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811]; antibiotic biosynthetic process [GO:0017000]; quorum sensing [GO:0009372]	160488
Q88NV4	reviewed	DCD_PSEPK	dcd PP_1100	3.5.4.13	dCTP deaminase activity [GO:0008829]; nucleotide binding [GO:0000166]; dUMP biosynthetic process [GO:0006226]; dUTP biosynthetic process [GO:0006229]; nucleobase-containing small molecule interconversion [GO:0015949]	160488
Q88NV6	unreviewed	Q88NV6_PSEPK	mrp PP_1098		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent FeS chaperone activity [GO:0140663]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; transferase activity [GO:0016740]; iron-sulfur cluster assembly [GO:0016226]	160488
Q88NV7	reviewed	SYM_PSEPK	metG PP_1097	6.1.1.10	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; methionine-tRNA ligase activity [GO:0004825]; tRNA binding [GO:0000049]; methionyl-tRNA aminoacylation [GO:0006431]	160488
Q88NW7	reviewed	PYRC_PSEPK	pyrC PP_1086	3.5.2.3	dihydroorotase activity [GO:0004151]; zinc ion binding [GO:0008270]; 'de novo' UMP biosynthetic process [GO:0044205]; pyrimidine nucleobase biosynthetic process [GO:0019856]	160488
Q88NW8	reviewed	RNT_PSEPK	rnt PP_1085	3.1.13.-	magnesium ion binding [GO:0000287]; nucleic acid binding [GO:0003676]; RNA exonuclease activity, producing 5'-phosphomonoesters [GO:0016896]; tRNA processing [GO:0008033]	160488
Q88NX4	reviewed	OTC_PSEPK	argF PP_1079	2.1.3.3	cytoplasm [GO:0005737]; amino acid binding [GO:0016597]; ornithine carbamoyltransferase activity [GO:0004585]; arginine biosynthetic process [GO:0006526]	160488
Q88NX8	reviewed	GLPK_PSEPK	glpK PP_1075	2.7.1.30	cytosol [GO:0005829]; ATP binding [GO:0005524]; glycerol kinase activity [GO:0004370]; glycerol catabolic process [GO:0019563]; glycerol metabolic process [GO:0006071]; glycerol-3-phosphate metabolic process [GO:0006072]	160488
Q88P16	reviewed	PUR4_PSEPK	purL PP_1037	6.3.5.3	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylformylglycinamidine synthase activity [GO:0004642]; 'de novo' IMP biosynthetic process [GO:0006189]; glutamine metabolic process [GO:0006541]	160488
Q88P17	reviewed	MLTF_PSEPK	mltF PP_1036	4.2.2.n1	cell outer membrane [GO:0009279]; lytic transglycosylase activity [GO:0008933]; cell wall macromolecule catabolic process [GO:0016998]; cell wall organization [GO:0071555]; peptidoglycan metabolic process [GO:0000270]	160488
Q88P21	reviewed	GUAA_PSEPK	guaA PP_1032	6.3.5.2	ATP binding [GO:0005524]; GMP synthase activity [GO:0003921]; glutamine metabolic process [GO:0006541]	160488
Q88P22	unreviewed	Q88P22_PSEPK	guaB PP_1031	1.1.1.205	IMP dehydrogenase activity [GO:0003938]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; GMP biosynthetic process [GO:0006177]	160488
Q88P28	reviewed	LEU1_PSEPK	leuA PP_1025	2.3.3.13	cytoplasm [GO:0005737]; 2-isopropylmalate synthase activity [GO:0003852]; acetyl-CoA C-acetyltransferase activity [GO:0003985]; magnesium ion binding [GO:0000287]; L-leucine biosynthetic process [GO:0009098]	160488
Q88P31	unreviewed	Q88P31_PSEPK	zwfA zwf PP_1022	1.1.1.49	glucose-6-phosphate dehydrogenase activity [GO:0004345]; NADP binding [GO:0050661]; glucose metabolic process [GO:0006006]; pentose-phosphate shunt [GO:0006098]	160488
Q88P53	reviewed	OTCC_PSEPK	arcB PP_1000	2.1.3.3	cytoplasm [GO:0005737]; amino acid binding [GO:0016597]; ornithine carbamoyltransferase activity [GO:0004585]; arginine biosynthetic process [GO:0006526]; arginine catabolic process to ornithine [GO:0019547]	160488
Q88P65	reviewed	GCSP1_PSEPK	gcvP1 gcvP-1 PP_0988	1.4.4.2	glycine dehydrogenase (decarboxylating) activity [GO:0004375]; glycine decarboxylation via glycine cleavage system [GO:0019464]	160488
Q88P73	reviewed	AMPA_PSEPK	pepA PP_0980	3.4.11.1; 3.4.11.10	cytoplasm [GO:0005737]; manganese ion binding [GO:0030145]; metalloaminopeptidase activity [GO:0070006]; proteolysis [GO:0006508]	160488
Q88P76	reviewed	SYV_PSEPK	valS PP_0977	6.1.1.9	cytoplasm [GO:0005737]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; valine-tRNA ligase activity [GO:0004832]; valyl-tRNA aminoacylation [GO:0006438]	160488
Q88P88	reviewed	MURA_PSEPK	murA PP_0964	2.5.1.7	cytoplasm [GO:0005737]; UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity [GO:0008760]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; UDP-N-acetylgalactosamine biosynthetic process [GO:0019277]	160488
Q88PA6	unreviewed	Q88PA6_PSEPK	fumC-I fumC PP_0944	4.2.1.2	cytoplasm [GO:0005737]; fumarate hydratase activity [GO:0004333]; fumarate metabolic process [GO:0006106]; tricarboxylic acid cycle [GO:0006099]	160488
Q88PB4	reviewed	NTPPA_PSEPK	maf-1 PP_0936	3.6.1.9	cytoplasm [GO:0005737]; dTTP diphosphatase activity [GO:0036218]; UTP diphosphatase activity [GO:0036221]; nucleotide metabolic process [GO:0009117]	160488
Q88PB8	reviewed	GATC_PSEPK	gatC PP_0932	6.3.5.-	asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050566]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]; glutaminyl-tRNAGln biosynthesis via transamidation [GO:0070681]; regulation of translational fidelity [GO:0006450]; translation [GO:0006412]	160488
Q88PD5	reviewed	SODF_PSEPK	sodB PP_0915	1.15.1.1	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	160488
Q88PJ7	reviewed	ISPG_PSEPK	ispG PP_0853	1.17.7.3	4 iron, 4 sulfur cluster binding [GO:0051539]; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity (ferredoxin) [GO:0046429]; 4-hydroxy-3-methylbut-2-enyl-diphosphate synthase activity (flavodoxin) [GO:0141197]; iron ion binding [GO:0005506]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]	160488
