Entry	Reviewed	Entry Name	Gene Names	EC number	Gene Ontology (GO)	Organism (ID)
A0A8A4RYM7	unreviewed	A0A8A4RYM7_ECOLI	ICJKHHIM_00150		membrane [GO:0016020]	511145
A0A8A4RYM9	unreviewed	A0A8A4RYM9_ECOLI	ICJKHHIM_00102			511145
A0A8A4RYN5	unreviewed	A0A8A4RYN5_ECOLI	ICJKHHIM_00160			511145
A0A8A4RYN9	unreviewed	A0A8A4RYN9_ECOLI	ICJKHHIM_00112			511145
A0A8A4RYP5	unreviewed	A0A8A4RYP5_ECOLI	xerC_1 ICJKHHIM_00122		DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	511145
A0A8A4RYQ4	unreviewed	A0A8A4RYQ4_ECOLI	ICJKHHIM_00132		membrane [GO:0016020]	511145
A0A8A4RYR2	unreviewed	A0A8A4RYR2_ECOLI	ICJKHHIM_00142			511145
A0A8A4RYR7	unreviewed	A0A8A4RYR7_ECOLI	ICJKHHIM_00152		membrane [GO:0016020]; peptidase activity [GO:0008233]; proteolysis [GO:0006508]	511145
A0A8A4RZ14	unreviewed	A0A8A4RZ14_ECOLI	ICJKHHIM_00003			511145
A0A8A4RZ18	unreviewed	A0A8A4RZ18_ECOLI	ICJKHHIM_00013			511145
A0A8A4RZ22	unreviewed	A0A8A4RZ22_ECOLI	ICJKHHIM_00023			511145
A0A8A4RZ28	unreviewed	A0A8A4RZ28_ECOLI	ICJKHHIM_00033			511145
A0A8A4RZ35	unreviewed	A0A8A4RZ35_ECOLI	tetR ICJKHHIM_00017		DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; transcription cis-regulatory region binding [GO:0000976]; negative regulation of DNA-templated transcription [GO:0045892]; response to antibiotic [GO:0046677]	511145
A0A8A4RZ40	unreviewed	A0A8A4RZ40_ECOLI	ICJKHHIM_00027		DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]	511145
A0A8A4RZ41	unreviewed	A0A8A4RZ41_ECOLI	ICJKHHIM_00053		membrane [GO:0016020]	511145
A0A8A4RZ46	unreviewed	A0A8A4RZ46_ECOLI	ICJKHHIM_00037			511145
A0A8A4RZ47	unreviewed	A0A8A4RZ47_ECOLI	traC ICJKHHIM_00063			511145
A0A8A4RZ51	unreviewed	A0A8A4RZ51_ECOLI	ICJKHHIM_00047			511145
A0A8A4RZ52	unreviewed	A0A8A4RZ52_ECOLI	ICJKHHIM_00073			511145
A0A8A4RZ56	unreviewed	A0A8A4RZ56_ECOLI	ICJKHHIM_00057		membrane [GO:0016020]	511145
A0A8A4RZ60	unreviewed	A0A8A4RZ60_ECOLI	ICJKHHIM_00083			511145
A0A8A4RZ61	unreviewed	A0A8A4RZ61_ECOLI	ICJKHHIM_00067			511145
A0A8A4RZ67	unreviewed	A0A8A4RZ67_ECOLI	ICJKHHIM_00093			511145
A0A8A4RZ72	unreviewed	A0A8A4RZ72_ECOLI	ICJKHHIM_00103			511145
A0A8A4RZ75	unreviewed	A0A8A4RZ75_ECOLI	ICJKHHIM_00087			511145
A0A8A4RZ79	unreviewed	A0A8A4RZ79_ECOLI	ICJKHHIM_00113		endonuclease activity [GO:0004519]	511145
A0A8A4RZ82	unreviewed	A0A8A4RZ82_ECOLI	ICJKHHIM_00097			511145
A0A8A4RZ84	unreviewed	A0A8A4RZ84_ECOLI	dinG ICJKHHIM_00123	3.1.-.-	3'-5' exonuclease activity [GO:0008408]; nucleic acid binding [GO:0003676]	511145
A0A8A4RZ92	unreviewed	A0A8A4RZ92_ECOLI	ICJKHHIM_00133		DNA binding [GO:0003677]	511145
A0A8A4RZ97	unreviewed	A0A8A4RZ97_ECOLI	ICJKHHIM_00117			511145
A0A8A4RZ99	unreviewed	A0A8A4RZ99_ECOLI	ICJKHHIM_00143			511145
A0A8A4RZA6	unreviewed	A0A8A4RZA6_ECOLI	ICJKHHIM_00127			511145
A0A8A4RZA9	unreviewed	A0A8A4RZA9_ECOLI	ICJKHHIM_00153		membrane [GO:0016020]	511145
A0A8A4RZB2	unreviewed	A0A8A4RZB2_ECOLI	ICJKHHIM_00137		protein dimerization activity [GO:0046983]	511145
A0A8A4RZB6	unreviewed	A0A8A4RZB6_ECOLI	ICJKHHIM_00163			511145
A0A8A4RZC2	unreviewed	A0A8A4RZC2_ECOLI	ICJKHHIM_00147			511145
A0A8A4RZC8	unreviewed	A0A8A4RZC8_ECOLI	ICJKHHIM_00157		membrane [GO:0016020]	511145
A0A8A4RZD4	unreviewed	A0A8A4RZD4_ECOLI	ICJKHHIM_00167			511145
A0A8A4S1X4	unreviewed	A0A8A4S1X4_ECOLI	ICJKHHIM_00001 ICJKHHIM_00004		DNA binding [GO:0003677]; transposase activity [GO:0004803]; DNA transposition [GO:0006313]	511145
A0A8A4S1Y8	unreviewed	A0A8A4S1Y8_ECOLI	ICJKHHIM_00014			511145
A0A8A4S1Z8	unreviewed	A0A8A4S1Z8_ECOLI	soj ICJKHHIM_00024	3.6.-.-	hydrolase activity [GO:0016787]	511145
A0A8A4S211	unreviewed	A0A8A4S211_ECOLI	ICJKHHIM_00034			511145
A0A8A4S223	unreviewed	A0A8A4S223_ECOLI	ICJKHHIM_00044			511145
A0A8A4S235	unreviewed	A0A8A4S235_ECOLI	ICJKHHIM_00054		outer membrane [GO:0019867]	511145
A0A8A4S246	unreviewed	A0A8A4S246_ECOLI	ICJKHHIM_00064			511145
A0A8A4S259	unreviewed	A0A8A4S259_ECOLI	ICJKHHIM_00074			511145
A0A8A4S273	unreviewed	A0A8A4S273_ECOLI	ICJKHHIM_00084			511145
A0A8A4S295	unreviewed	A0A8A4S295_ECOLI	ICJKHHIM_00104			511145
A0A8A4S2A7	unreviewed	A0A8A4S2A7_ECOLI	ICJKHHIM_00114			511145
A0A8A4S2C0	unreviewed	A0A8A4S2C0_ECOLI	ICJKHHIM_00124			511145
A0A8A4S2D0	unreviewed	A0A8A4S2D0_ECOLI	ICJKHHIM_00134			511145
A0A8A4S2E3	unreviewed	A0A8A4S2E3_ECOLI	ICJKHHIM_00144		membrane [GO:0016020]	511145
A0A8A4S2G0	unreviewed	A0A8A4S2G0_ECOLI	ICJKHHIM_00154			511145
A0A8A4S2H0	unreviewed	A0A8A4S2H0_ECOLI	ICJKHHIM_00164		DNA binding [GO:0003677]	511145
G0ZKW3	unreviewed	G0ZKW3_ECOLI	insH		DNA binding [GO:0003677]; transposase activity [GO:0004803]; DNA transposition [GO:0006313]	511145
Q47711	unreviewed	Q47711_ECOLI				511145
Q47712	unreviewed	Q47712_ECOLI				511145
Q47715	unreviewed	Q47715_ECOLI				511145
Q79DJ0	unreviewed	Q79DJ0_ECOLI				511145
V5N4F1	unreviewed	V5N4F1_ECOLI	fimH		pilus [GO:0009289]; cell adhesion [GO:0007155]	511145
V6C6H7	unreviewed	V6C6H7_ECOLI	tmRNA Esche_coli_K12			511145
V9PPD8	unreviewed	V9PPD8_ECOLI	mlrA		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	511145
